period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2024-03-18,SCA,CALIFORNIA,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_SCA_DPG,California No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),5.203,$/GAL
2024-03-18,NUS,U.S.,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_NUS_DPG,U.S. No 2 Diesel Retail Prices (Dollars per Gallon),4.028,$/GAL
2024-03-18,YCLE,CLEVELAND,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_YCLE_DPG,"Cleveland, OH Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",3.217,$/GAL
2024-03-18,YMIA,MIAMI,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_YMIA_DPG,"Miami, FL Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",3.45,$/GAL
2024-03-18,R40,PADD 4,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R40_DPG,Rocky Mountain Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.214,$/GAL
2024-03-18,Y44HO,HOUSTON,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_Y44HO_DPG,"Houston, TX Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.018,$/GAL
2024-03-18,NUS,U.S.,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_NUS_DPG,U.S. Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.679,$/GAL
2024-03-18,YCLE,CLEVELAND,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YCLE_DPG,"Cleveland, OH Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.217,$/GAL
2024-03-18,SCO,COLORADO,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SCO_DPG,Colorado Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.011,$/GAL
2024-03-18,R30,PADD 3,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R30_DPG,Gulf Coast Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.099,$/GAL
2024-03-18,SCO,COLORADO,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SCO_DPG,Colorado Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.68,$/GAL
2024-03-18,R30,PADD 3,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R30_DPG,Gulf Coast Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.867,$/GAL
2024-03-18,R1X,PADD 1A,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R1X_DPG,New England (PADD 1A) Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.081,$/GAL
2024-03-18,SMN,MINNESOTA,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SMN_DPG,Minnesota Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.772,$/GAL
2024-03-18,SCA,CALIFORNIA,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_SCA_DPG,California Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),5.171,$/GAL
2024-03-18,Y05SF,SAN FRANCISCO,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_Y05SF_DPG,"San Francisco, CA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",5.251,$/GAL
2024-03-18,YCLE,CLEVELAND,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_YCLE_DPG,"Cleveland, OH Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",3.753,$/GAL
2024-03-18,R30,PADD 3,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R30_DPG,Gulf Coast Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.548,$/GAL
2024-03-18,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),4.19,$/GAL
2024-03-18,SCO,COLORADO,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SCO_DPG,Colorado Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.406,$/GAL
2024-03-18,YORD,CHICAGO,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_YORD_DPG,Chicago Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.276,$/GAL
2024-03-18,Y35NY,NEW YORK CITY,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_Y35NY_DPG,New York City Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.775,$/GAL
2024-03-18,STX,TEXAS,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_STX_DPG,Texas Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.525,$/GAL
2024-03-18,R20,PADD 2,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R20_DPG,Midwest Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.727,$/GAL
2024-03-18,R1Y,PADD 1B,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R1Y_DPG,Central Atlantic (PADD 1B) All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.576,$/GAL
2024-03-18,YDEN,DENVER,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_YDEN_DPG,"Denver, CO All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-03-18,Y05LA,LOS ANGELES,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y05LA_DPG,"Los Angeles, CA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.845,$/GAL
2024-03-18,Y35NY,NEW YORK CITY,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y35NY_DPG,New York Harbor All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.406,$/GAL
2024-03-18,SMA,MASSACHUSETTS,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_SMA_DPG,Massachusetts All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.359,$/GAL
2024-03-18,STX,TEXAS,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_STX_DPG,Texas All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.182,$/GAL
2024-03-18,YBOS,BOSTON,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YBOS_DPG,"Boston, MA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.36,$/GAL
2024-03-18,R30,PADD 3,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R30_DPG,Gulf Coast All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.188,$/GAL
2024-03-18,YDEN,DENVER,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YDEN_DPG,Denver All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.154,$/GAL
2024-03-18,R1Y,PADD 1B,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R1Y_DPG,Central Atlantic (PADD 1B) No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),4.301,$/GAL
2024-03-18,R30,PADD 3,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R30_DPG,Gulf Coast No 2 Diesel Retail Prices (Dollars per Gallon),3.745,$/GAL
2024-03-18,Y48SE,SEATTLE,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_Y48SE_DPG,"Seattle, WA Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",4.34,$/GAL
2024-03-18,SCO,COLORADO,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SCO_DPG,Colorado Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.039,$/GAL
2024-03-18,R30,PADD 3,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R30_DPG,Gulf Coast Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.111,$/GAL
2024-03-18,SNY,NEW YORK,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SNY_DPG,New York Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.328,$/GAL
2024-03-18,YDEN,DENVER,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_YDEN_DPG,"Denver, CO Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",2.981,$/GAL
2024-03-18,Y05SF,SAN FRANCISCO,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_Y05SF_DPG,"San Francisco, CA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.763,$/GAL
2024-03-18,SMA,MASSACHUSETTS,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_SMA_DPG,Massachusetts Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.218,$/GAL
2024-03-18,R10,PADD 1,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R10_DPG,East Coast Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.349,$/GAL
2024-03-18,NUS,U.S.,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_NUS_DPG,U.S. Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.453,$/GAL
2024-03-18,Y48SE,SEATTLE,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_Y48SE_DPG,"Seattle, WA Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",4.77,$/GAL
2024-03-18,SNY,NEW YORK,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SNY_DPG,New York Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.138,$/GAL
2024-03-18,STX,TEXAS,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_STX_DPG,Texas Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.763,$/GAL
2024-03-18,R30,PADD 3,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R30_DPG,Gulf Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.862,$/GAL
2024-03-18,R1Y,PADD 1B,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.113,$/GAL
2024-03-18,YORD,CHICAGO,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_YORD_DPG,"Chicago, IL Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.691,$/GAL
2024-03-18,Y44HO,HOUSTON,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_Y44HO_DPG,"Houston, TX Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.873,$/GAL
2024-03-18,R1Z,PADD 1C,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.11,$/GAL
2024-03-18,SWA,WASHINGTON,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SWA_DPG,Washington Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.657,$/GAL
2024-03-18,SNY,NEW YORK,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SNY_DPG,New York Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.146,$/GAL
2024-03-18,NUS,U.S.,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_NUS_DPG,U.S. Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.31,$/GAL
2024-03-18,Y48SE,SEATTLE,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_Y48SE_DPG,"Seattle, WA Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",4.746,$/GAL
2024-03-18,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),4.386,$/GAL
2024-03-18,SCO,COLORADO,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SCO_DPG,Colorado Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.361,$/GAL
2024-03-18,SOH,OHIO,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SOH_DPG,Ohio Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.737,$/GAL
2024-03-18,SFL,FLORIDA,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SFL_DPG,Florida Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.827,$/GAL
2024-03-18,NUS,U.S.,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_NUS_DPG,U.S. Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.751,$/GAL
2024-03-18,R20,PADD 2,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R20_DPG,Midwest Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.611,$/GAL
2024-03-18,Y44HO,HOUSTON,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_Y44HO_DPG,"Houston, TX Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.552,$/GAL
2024-03-18,Y48SE,SEATTLE,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_Y48SE_DPG,"Seattle, WA Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.746,$/GAL
2024-03-18,R50,PADD 5,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R50_DPG,West Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.798,$/GAL
2024-03-18,Y05LA,LOS ANGELES,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_Y05LA_DPG,Los Angeles Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),5.079,$/GAL
2024-03-18,YDEN,DENVER,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_YDEN_DPG,Denver Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.413,$/GAL
2024-03-18,R30,PADD 3,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R30_DPG,Gulf Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.182,$/GAL
2024-03-18,YDEN,DENVER,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YDEN_DPG,"Denver, CO Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.149,$/GAL
2024-03-18,SNY,NEW YORK,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_SNY_DPG,New York All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.406,$/GAL
2024-03-18,YORD,CHICAGO,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YORD_DPG,Chicago All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.905,$/GAL
2024-03-18,STX,TEXAS,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_STX_DPG,Texas All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.16,$/GAL
2024-03-18,R1Z,PADD 1C,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) No 2 Diesel Retail Prices (Dollars per Gallon),4.046,$/GAL
2024-03-18,SCA,CALIFORNIA,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_SCA_DPG,California No 2 Diesel Retail Prices (Dollars per Gallon),5.203,$/GAL
2024-03-18,R1Z,PADD 1C,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.338,$/GAL
2024-03-18,YDEN,DENVER,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_YDEN_DPG,"Denver, CO Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-03-18,NUS,U.S.,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_NUS_DPG,U.S. Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.348,$/GAL
2024-03-18,SMN,MINNESOTA,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SMN_DPG,Minnesota Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.182,$/GAL
2024-03-18,R1Z,PADD 1C,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.389,$/GAL
2024-03-18,R30,PADD 3,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R30_DPG,Gulf Coast Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.074,$/GAL
2024-03-18,Y05LA,LOS ANGELES,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_Y05LA_DPG,"Los Angeles, CA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.739,$/GAL
2024-03-18,R1Y,PADD 1B,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.311,$/GAL
2024-03-18,YORD,CHICAGO,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_YORD_DPG,"Chicago, IL Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.757,$/GAL
2024-03-18,R40,PADD 4,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R40_DPG,Rocky Mountain Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.982,$/GAL
2024-03-18,Y48SE,SEATTLE,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_Y48SE_DPG,"Seattle, WA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.34,$/GAL
2024-03-18,YMIA,MIAMI,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YMIA_DPG,"Miami, FL Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.45,$/GAL
2024-03-18,R40,PADD 4,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R40_DPG,Rocky Mountain Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.166,$/GAL
2024-03-18,SWA,WASHINGTON,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SWA_DPG,Washington Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),4.169,$/GAL
2024-03-18,SCA,CALIFORNIA,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SCA_DPG,California Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),4.734,$/GAL
2024-03-18,YBOS,BOSTON,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YBOS_DPG,"Boston, MA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.213,$/GAL
2024-03-18,SMN,MINNESOTA,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SMN_DPG,Minnesota Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.182,$/GAL
2024-03-18,YMIA,MIAMI,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_YMIA_DPG,"Miami, FL Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",4.164,$/GAL
2024-03-18,NUS,U.S.,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_NUS_DPG,U.S. Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.131,$/GAL
2024-03-18,R1X,PADD 1A,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R1X_DPG,New England (PADD 1A) Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.108,$/GAL
2024-03-18,SMA,MASSACHUSETTS,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_SMA_DPG,Massachusetts Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.051,$/GAL
2024-03-18,YBOS,BOSTON,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_YBOS_DPG,"Boston, MA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.035,$/GAL
2024-03-18,R50,PADD 5,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R50_DPG,West Coast Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.963,$/GAL
2024-03-18,YORD,CHICAGO,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_YORD_DPG,Chicago Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.691,$/GAL
2024-03-18,SMA,MASSACHUSETTS,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SMA_DPG,Massachusetts Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.051,$/GAL
2024-03-18,SMN,MINNESOTA,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SMN_DPG,Minnesota Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.772,$/GAL
2024-03-18,R10,PADD 1,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R10_DPG,East Coast Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.791,$/GAL
2024-03-18,YORD,CHICAGO,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_YORD_DPG,"Chicago, IL Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.276,$/GAL
2024-03-18,R40,PADD 4,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R40_DPG,Rocky Mountain Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.406,$/GAL
2024-03-18,Y35NY,NEW YORK CITY,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_Y35NY_DPG,New York Harbor Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.775,$/GAL
2024-03-18,YDEN,DENVER,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_YDEN_DPG,"Denver, CO Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.408,$/GAL
2024-03-18,STX,TEXAS,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_STX_DPG,Texas Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.548,$/GAL
2024-03-18,SMA,MASSACHUSETTS,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SMA_DPG,Massachusetts Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.697,$/GAL
2024-03-18,SMN,MINNESOTA,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SMN_DPG,Minnesota Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.474,$/GAL
2024-03-18,Y48SE,SEATTLE,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_Y48SE_DPG,"Seattle, WA All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",4.434,$/GAL
2024-03-18,SCO,COLORADO,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SCO_DPG,Colorado All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.161,$/GAL
2024-03-18,R50,PADD 5,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R50_DPG,West Coast All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),4.137,$/GAL
2024-03-18,SWA,WASHINGTON,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SWA_DPG,Washington All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),4.259,$/GAL
2024-03-18,SFL,FLORIDA,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SFL_DPG,Florida All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.492,$/GAL
2024-03-18,SNY,NEW YORK,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SNY_DPG,New York All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.401,$/GAL
2024-03-18,NUS,U.S.,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_NUS_DPG,U.S. All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.433,$/GAL
2024-03-18,R10,PADD 1,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R10_DPG,East Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.432,$/GAL
2024-03-18,R1X,PADD 1A,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R1X_DPG,New England (PADD 1A) All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.374,$/GAL
2024-03-18,SCO,COLORADO,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SCO_DPG,Colorado All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.156,$/GAL
2024-03-18,R40,PADD 4,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R40_DPG,Rocky Mountain All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.28,$/GAL
